name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,easting,northing,longitude,latitude,runtime
John Barnes Library,Rowstock Gardens,,,Islington,,10093108781,E09000019,Holloway,E05000375,530042.0001221001,185225.00012210011,-0.12421346734390343,51.55043082981359,11/20/2022
Uphall School Library,Uphall Road,Ilford,,Redbridge,,100023043973,E09000026,Loxford,E05011247,543775.0001221001,185266.00012210011,0.07376153370784565,51.54746663789085,11/20/2022
South Ruislip Library,Victoria Road,Ruislip,,Hillingdon,,10003002133,E09000017,South Ruislip,E05000338,511354.41009519994,185492.51007079333,-0.3935636920703469,51.556834138190055,11/20/2022
Manor Park Library,Romford Road,,,Newham,,10008990819,E09000025,Manor Park,E05000488,542022.0001221001,185522.00012210011,0.04859772402700572,51.55021122439191,11/20/2022
Keats Community Library,Keats Grove,,,Camden,,5085918,E09000007,Hampstead Town,E05000135,527089.0001221001,185656.00012210011,-0.16662941254722766,51.554977586188116,11/20/2022
Cricklewood,Olive Road,,,Brent,,202217896,E09000005,Mapesbury,E05000095,522984.0001221001,185708.00012210011,-0.22579839332704804,51.55635500002204,11/20/2022
Elm Park Library,St Nicholas Avenue,Hornchurch,,Havering,,100023214017,E09000016,St. Andrew's,E05000320,552519.7800902948,186025.45007319748,0.20012538064998886,51.551994824857985,11/20/2022
Ickenham Library,Community Close,Ickenham,,Hillingdon,,100023413527,E09000017,Ickenham,E05000333,507986.0001221001,186108.00012210011,-0.4419487814797494,51.56302185995087,11/20/2022
Roxeth,Northolt Road,Harrow,,Harrow,,200000307802,E09000015,Roxeth,E05000302,514017.0001221001,186139.00012210011,-0.3549594069565142,51.56211325217232,11/20/2022
Harrow Green Community Library,Cathall Road,Leytonstone,,Waltham Forest,,100022963778,E09000031,Cathall,E05000591,539190.0001221001,186268.00012210011,0.00807007853008002,51.557621301993976,11/20/2022
North Library,Manor Gardens,,,Islington,,5300060053,E09000019,Finsbury Park,E05000371,530295.0001221001,186286.00012210011,-0.1201730082702408,51.55990827296202,11/20/2022
Leyton Library,High Road Leyton,Leyton,,Waltham Forest,,10009148520,E09000031,Leyton,E05000604,538217.0001221001,186309.00012210011,-0.005941923261564423,51.558229060691495,11/20/2022
Childs Hill ,Cricklewood Lane,,,Barnet,,200219960,E09000003,Childs Hill,E05000045,524820.5300902948,186344.07012939453,-0.19909221789125597,51.56166852279702,11/20/2022
Redbridge Central Library,Clements Road,Ilford,,Redbridge,,100023043071,E09000026,Ilford Town,E05011246,543963.0001221001,186394.00012210011,0.07693303918424754,51.557555486957405,11/20/2022
Upminster Library,Corbets Tey Road,Upminster,,Havering,,100023215782,E09000016,Upminster,E05000323,555950.1600952,186423.98010249436,0.24974536913711162,51.55463794166202,11/20/2022
Stoke Newington Library,Stoke Newington Church Street,,,Hackney,,100023154905,E09000012,Clissold,E05009369,532992.0001221001,186490.00012210011,-0.08120818580739644,51.56111212368424,11/20/2022
Valence,Becontree Avenue,Dagenham,,Barking and Dagenham,,100002559,E09000002,Valence,E05000040,548019.0001221001,186568.00012210011,0.13547847390991224,51.55806921020427,11/20/2022
Goodmayes Library,Goodmayes Lane,Ilford,,Redbridge,,100023050383,E09000026,Mayfield,E05011248,546292.1000976935,186609.5800780952,0.11059999201213912,51.55889344242594,11/20/2022
Highgate Library,Chester Road,,,Camden,,5090720,E09000007,Highgate,E05000137,528739.0001221001,186620.00012210011,-0.14248703587607095,51.56326752323644,11/20/2022
Clapton Library,Northwold Road,,,Hackney,,100023005817,E09000012,Cazenove,E05009368,534574.0001221001,186648.45007319748,-0.058336643975630376,51.56216084122055,11/20/2022
N4 Library,Blackstock Road,,,Islington,,10001298318,E09000019,Highbury West,E05000373,531549.0001221001,186699.00012210011,-0.10193701829442835,51.56332897539022,11/20/2022
Archway Library,Highgate Hill,,,Islington,,10012791132,E09000019,Junction,E05000376,529320.0001221001,186847.00012210011,-0.13402530604386248,51.56517476642984,11/20/2022
Aldersbrook Library,Park Road,,,Redbridge,,100023583395,E09000026,Wanstead Park,E05011254,541013.0001221001,186901.00012210011,0.034606393193318145,51.56285706081323,11/20/2022
Preston,Carlton Avenue East,Wembley,,Brent,,202120286,E09000005,Preston,E05000097,518210.0001221001,187078.00012210011,-0.294175125211397,51.56968996359486,11/20/2022
Ruislip Manor Library,Linden Avenue,Ruislip,,Hillingdon,,10022800920,E09000017,Manor,E05000334,510181.0001221001,187135.00012210011,-0.40996965150027537,51.571828853184336,11/20/2022
Seven Kings Library,High Road,Ilford,,Redbridge,,10034922466,E09000026,Seven Kings,E05011251,545642.0001221001,187187.00012210011,0.10146687046961476,51.56425060468767,11/20/2022
Leytonstone Library,Church Lane,Leytonstone,,Waltham Forest,,100023583898,E09000031,Leytonstone,E05000605,539430.0001221001,187392.00012210011,0.011976134530446178,51.567663254144904,11/20/2022
Woodberry Down Library,Kayani Avenue,,,Hackney,,10008328988,E09000012,Woodberry Down,E05009387,532374.6500854939,187416.20007319748,-0.08976098604822931,51.56958151479407,11/20/2022
Hornchurch Library,North Street,Hornchurch,,Havering,,100023516053,E09000016,St. Andrew's,E05000320,554008.0300902948,187449.5601195991,0.22220022639913808,51.56438704761446,11/20/2022
Stamford Hill Library,Portland Avenue,,,Hackney,,100023159219,E09000012,Springfield,E05009383,533686.0001221001,187482.00012210011,-0.07082393363084627,51.56986343314923,11/20/2022
Lea Bridge Library,Lea Bridge Road,Leyton,,Waltham Forest,,200001422209,E09000031,Lea Bridge,E05000603,537075.0001221001,187610.00012210011,-0.02189949563109278,51.570199928359195,11/20/2022
Manor Farm Library,Bury Street,Ruislip,,Hillingdon,,100023034184,E09000017,Eastcote and East Ruislip,E05000329,508996.0001221001,187740.00012210011,-0.42687573274120233,51.57749758542562,11/20/2022
Golders Green ,Golders Green Road,,,Barnet,,200049056,E09000003,Childs Hill,E05000045,524710.7501221001,187741.63012699783,-0.2001792027963,51.57425403018267,11/20/2022
Eastcote Library,Field End Road,Ruislip,,Hillingdon,,100023034643,E09000017,Eastcote and East Ruislip,E05000329,510920.41009519994,188045.76007079333,-0.39901596585883037,51.579870545995895,11/20/2022
Robert Jeyes Community Library,High Road,Chadwell Heath,,Barking and Dagenham,,100101901,E09000002,Whalebone,E05000042,548608.0001221001,188149.00012210011,0.14463819755487395,51.57212135193013,11/20/2022
Stroud Green and Harringay Library,Stapleton Hall Road,,,Haringey,,100023191010,E09000014,Stroud Green,E05000279,531311.0001221001,188219.00012210011,-0.10480083494715371,51.57704541489623,11/20/2022
Hornsey Library,Haringey Park,,,Haringey,,10022939468,E09000014,Crouch End,E05000269,530233.0001221001,188271.00012210011,-0.1203311709220847,51.57776290047537,11/20/2022
Wanstead Library,Spratt Hall Road,,,Redbridge,,100022960264,E09000026,Wanstead Village,E05011255,540440.0001221001,188279.00012210011,0.026895284042304967,51.575383831320906,11/20/2022
Gayton,St Johns Road,Harrow,,Harrow,,10070263324,E09000015,Greenhill,E05000288,515684.4000854939,188298.30010989308,-0.3302018743467672,51.58118266819803,11/20/2022
Keith Axon Library,Grove Road,Romford,,Redbridge,,10090503264,E09000026,Chadwell,E05011237,547098.2100829929,188300.2100829929,0.12292914859311357,51.57387615545674,11/20/2022
